source_code	source_vocabulary_id	source_code_description	target_concept_id	target_vocabulary_id	mapping_type	primary_map
S0190	5	"MIFEPRISTONE, ORAL, 200 MG"	19078927	8	DRUG	Y
S0139	5	"MINOXIDIL, 10 MG"	1309069	8	DRUG	Y
S0191	5	"MISOPROSTOL, ORAL, 200 MCG"	1150926	8	DRUG	Y
J9290	5	"MITOMYCIN, 20 MG"	19080158	8	DRUG	Y
J9291	5	"MITOMYCIN, 40 MG"	19080158	8	DRUG	Y
J7315	5	"Mitomycin, opthalmic, 0. 2 mg"	42708221	8	DRUG	Y
S1090	5	"Mometasone furoate sinus implant, 370 micrograms"	1389036	8	DRUG	Y
Q0179	5	"ONDANSETRON HYDROCHLORIDE 8  MG, ORAL, FDA APPROVED PRESCRIPTION ANTI-EMETIC, FOR USE AS A COMPLETE THERAPEUTIC SUBSTITUTE FOR AN IV ANTI-EMETIC AT THE TIME OF CHEMOTHERAPY TREATMENT, NOT TO EXCEED A 48 HOUR DOSAGE REGIMEN"	19079171	8	DRUG	Y
S0181	5	"ONDANSETRON HYDROCHLORIDE, ORAL, 4MG (FOR CIRCUMSTANCES FALLING UNDER THE MEDICARE STATUTE, USE Q0179)"	19019419	8	DRUG	Y
S0119	5	"Ondansetron, oral, 4 mg"	19019419	8	DRUG	Y
G9035	5	"OSELTAMIVIR PHOSPHATE, ORAL, BRAND, PER 75 MG (FOR USE IN A MEDICARE-APPROVED DEMONSTRATION PROJECT)"	1799141	8	DRUG	Y
G9019	5	"OSELTAMIVIR PHOSPHATE, ORAL, PER 75 MG (FOR USE IN A MEDICARE-APPROVED DEMONSTRATION PROJECT)"	1799141	8	DRUG	Y
G9147	5	OUTPATIENT INTRAVENOUS INSULIN TREATMENT (OIVIT) EITHER PULSATILE OR CONTINUOUS RESPIRATORY QUOTIENT; AND/OR VENOUS OR CAPILLARY GLUCOSE; AND/OR POTASSIUM CONCENTRATION	19122121	8	DRUG	Y
G8864	5	PNEUMOCOCCAL VACCINE ADMINISTERED OR PREVIOUSLY RECEIVED	19008972	8	DRUG	Y
S0182	5	"PROCARBAZINE HYDROCHLORIDE, ORAL, 50MG"	1351781	8	DRUG	Y
S0183	5	"PROCHLORPERAZINE MALEATE, ORAL, 5MG (FOR CIRCUMSTANCES FALLING UNDER THE MEDICARE STATUTE, USE Q0164 - Q0165)"	752205	8	DRUG	Y
A4802	5	"PROTAMINE SULFATE, FOR HEMODIALYSIS, PER 50 MG"	19054242	8	DRUG	Y
G9036	5	"RIMANTADINE HYDROCHLORIDE, ORAL, BRAND, PER 100 MG (FOR USE IN A MEDICARE-APPROVED DEMONSTRATION PROJECT)"	40163402	8	DRUG	Y
G9020	5	"RIMANTADINE HYDROCHLORIDE, ORAL, PER 100 MG (FOR USE IN A MEDICARE-APPROVED DEMONSTRATION PROJECT)"	40163402	8	DRUG	Y
J7120	5	"RINGERS LACTATE INFUSION, UP TO 1000 CC"	19098979	8	DRUG	Y
A9604	5	SAMARIUM SM-153 LEXIDRONAM MILLICURIES	19018483	8	DRUG	Y
A9605	5	"SAMARIUM SM-153 LEXIDRONAMM, THERAPEUTIC, PER 50 MILLICURIES"	19018483	8	DRUG	Y
S0140	5	"SAQUINAVIR, 200 MG"	19022976	8	DRUG	Y
S0090	5	"SILDENAFIL CITRATE, 25 MG"	1316268	8	DRUG	Y
C9273	5	SIPULEUCEL-T PAP-GM-CSF INFUSION	40224097	8	DRUG	Y
Q2043	5	SIPULEUCEL-T PAP-GM-CSF INFUSION	40224097	8	DRUG	Y
S0014	5	"TACRINE HYDROCHLORIDE, 10 MG"	836659	8	DRUG	Y
S0187	5	"TAMOXIFEN CITRATE, ORAL, 10MG"	19019851	8	DRUG	Y
A9568	5	"TECHNETIUM TC-99M ARCITUMOMAB, DIAGNOSTIC, PER STUDY DOSE, UP TO 45 MILLICURIES"	19054914	8	DRUG	Y
A9557	5	"TECHNETIUM TC-99M BICISATE, DIAGNOSTIC, PER STUDY DOSE, UP TO 25 MILLICURIES"	19011066	8	DRUG	Y
A9510	5	"TECHNETIUM TC-99M DISOFENIN, DIAGNOSTIC, PER STUDY DOSE, UP TO 15 MILLICURIES"	19100437	8	DRUG	Y
A9569	5	"TECHNETIUM TC-99M EXAMETAZIME LABELED AUTOLOGOUS WHITE BLOOD CELLS, DIAGNOSTIC, PER STUDY DOSE"	43533114	8	DRUG	Y
A9521	5	"TECHNETIUM TC-99M EXAMETAZIME, DIAGNOSTIC, PER STUDY DOSE, UP TO 25 MILLICURIES"	43533114	8	DRUG	Y
A9566	5	"TECHNETIUM TC-99M FANOLESOMAB, DIAGNOSTIC, PER STUDY DOSE, UP TO 25 MILLICURIES"	42903852	8	DRUG	Y
A9537	5	"TECHNETIUM TC-99M MEBROFENIN, DIAGNOSTIC, PER STUDY DOSE, UP TO 15 MILLICURIES"	42900491	8	DRUG	Y
A9503	5	"TECHNETIUM TC-99M MEDRONATE, DIAGNOSTIC, PER STUDY DOSE, UP TO 30 MILLICURIES"	44785804	8	DRUG	Y
A9561	5	"TECHNETIUM TC-99M OXIDRONATE, DIAGNOSTIC, PER STUDY DOSE, UP TO 30 MILLICURIES"	42874054	8	DRUG	Y
A9512	5	"TECHNETIUM TC-99M PERTECHNETATE, DIAGNOSTIC, PER MILLICURIE"	19080527	8	DRUG	Y
A9538	5	"TECHNETIUM TC-99M PYROPHOSPHATE, DIAGNOSTIC, PER STUDY DOSE, UP TO 25 MILLICURIES"	44785805	8	DRUG	Y
A9500	5	"TECHNETIUM TC-99M SESTAMIBI, DIAGNOSTIC, PER STUDY DOSE"	44784981	8	DRUG	Y
A9541	5	"TECHNETIUM TC-99M SULFUR COLLOID, DIAGNOSTIC, PER STUDY DOSE, UP TO 20 MILLICURIES"	43526990	8	DRUG	Y
A9502	5	"TECHNETIUM TC-99M TETROFOSMIN, DIAGNOSTIC, PER STUDY DOSE"	42900108	8	DRUG	Y
S0189	5	"TESTOSTERONE PELLET, 75MG"	19082707	8	DRUG	Y
J7686	5	TREPROSTINIL ADMINISTERED THROUGH DME	1327256	8	DRUG	Y
S0117	5	"TRETINOIN, TOPICAL, 5 GRAMS"	903706	8	DRUG	Y
J9375	5	"VINCRISTINE SULFATE, 2 MG"	1308290	8	DRUG	Y
J9380	5	"VINCRISTINE SULFATE, 5 MG"	1308290	8	DRUG	Y
G9034	5	"ZANAMIVIR, INHALATION POWDER, ADMINISTERED THROUGH INHALER, BRAND, PER 10 MG (FOR USE IN A MEDICARE-APPROVED DEMONSTRATION PROJECT)"	42902579	8	DRUG	Y
G9018	5	"ZANAMIVIR, INHALATION POWDER, ADMINISTERED THROUGH INHALER, PER 10 MG (FOR USE IN A MEDICARE-APPROVED DEMONSTRATION PROJECT)"	42902579	8	DRUG	Y
S0104	5	"ZIDOVUDINE, ORAL, 100 MG"	1710616	8	DRUG	Y
